,Unnamed: 0,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction,firstIntentionConsistFinalGoal
9,9,model20,14,3,14,11,8,7,"[1308, 1309, 1311, 1312, 1314, 1316, 1317, 1319, 1320, 1322]","[(8, 7), [9, 7], [10, 7], [11, 7], [12, 7], [13, 7], [13, 8], [13, 9], [13, 10], [14, 10], [14, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, 1), (0, 1), (1, 0), (0, 1)]",[6],"[0, 0, 0, 0, 0, 1, 2, 2, 0, 2]",special,8,6,90,6
0,0,model24,4,5,4,9,10,7,"[1312, 1314, 1316, 1318, 1320, 1321, 1323, 1324, 1328, 1330]","[(10, 7), [9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [6, 7], [6, 8], [5, 8], [4, 8], [4, 9]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1)]","[6, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",2,4,6,270,10
1,1,model24,10,4,10,10,4,7,"[1307, 1308, 1310, 1311, 1313, 1315, 1317, 1318, 1320, 1322, 1323]","[(4, 7), [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [9, 8], [9, 9], [10, 9], [11, 9], [10, 9], [10, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (-1, 0), (0, 1)]",[9],"[0, 0, 0, 0, 0, 2, 2, 0, 2, 0, 2]",1,6,6,90,6
2,2,model24,3,9,11,9,7,1,"[1313, 1316, 1320, 1325, 1328, 1331, 1336, 1344, 1347, 1349, 1351, 1354]","[(7, 1), [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [6, 8], [5, 8], [4, 8], [3, 8], [3, 9]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",0,8,8,180,8
3,3,model24,5,8,9,8,7,1,"[1312, 1314, 1317, 1319, 1322, 1323, 1326, 1327, 1329, 1331, 1333]","[(7, 1), [7, 0], [7, 1], [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [6, 8], [5, 8]]","[(0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0)]",[1],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",1,4,7,180,10
4,4,model24,4,13,10,13,7,6,"[1310, 1314, 1316, 1319, 1321, 1324, 1326, 1329, 1331, 1334]","[(7, 6), [7, 7], [7, 8], [6, 8], [6, 9], [6, 10], [6, 11], [6, 12], [5, 12], [5, 13], [4, 13]]","[(0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0)]",[3],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",1,6,7,180,8
5,5,model24,4,14,10,14,7,6,"[1310, 1312, 1314, 1315, 1318, 1320, 1322, 1324, 1325, 1327, 1329, 1331, 1332]","[(7, 6), [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [7, 13], [6, 13], [5, 13], [5, 14], [5, 13], [5, 14], [4, 14]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (0, -1), (0, 1), (-1, 0)]",[11],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",1,6,8,180,8
6,6,model24,7,3,7,11,14,7,"[1308, 1311, 1313, 1315, 1317, 1319, 1321, 1323, 1325, 1327, 1328]","[(14, 7), [13, 7], [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [8, 6], [8, 5], [8, 4], [8, 3], [7, 3]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",0,8,7,270,7
7,7,model24,5,5,5,9,13,7,"[1308, 1310, 1311, 1313, 1314, 1316, 1318, 1319, 1321, 1323, 1325, 1326]","[(13, 7), [14, 7], [14, 6], [13, 6], [12, 6], [11, 6], [10, 6], [9, 6], [8, 6], [7, 6], [6, 6], [5, 6], [5, 5]]","[(1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1)]","[2, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2,4,8,270,12
8,8,model24,1,3,1,11,7,7,"[1311, 1316, 1320, 1324, 1328, 1334, 1336, 1338, 1339, 1341, 1343, 1345]","[(7, 7), [6, 7], [5, 7], [4, 7], [3, 7], [2, 7], [2, 8], [2, 7], [2, 8], [2, 9], [2, 10], [1, 10], [1, 11]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, -1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1)]",[7],"[0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 2]",1,8,6,270,6
9,9,model24,5,4,5,10,13,7,"[1307, 1308, 1314, 1319, 1325, 1330, 1337, 1344, 1347, 1351, 1354]","[(13, 7), [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [6, 8], [6, 9], [5, 9], [5, 10]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, 1), (-1, 0), (0, 1)]",[8],"[0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 2]",special,6,8,270,8
0,0,model30,14,3,14,11,7,7,"[1309, 1310, 1312, 1314, 1315, 1318, 1319, 1321, 1322, 1325, 1326, 1328, 1330]","[(7, 7), [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [13, 7], [13, 6], [13, 5], [12, 5], [13, 5], [13, 4], [14, 4], [14, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (-1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]",[9],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1]",1,8,7,90,7
1,1,model30,5,5,5,9,13,7,"[1311, 1315, 1318, 1322, 1325, 1328, 1333, 1338, 1344, 1349]","[(13, 7), [12, 7], [11, 7], [10, 7], [10, 6], [9, 6], [8, 6], [7, 6], [6, 6], [5, 6], [5, 5]]","[(-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1)]",[4],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,4,8,270,10
2,2,model30,7,3,7,11,1,7,"[1307, 1309, 1311, 1312, 1314, 1316, 1317, 1319, 1321, 1322]","[(1, 7), [2, 7], [3, 7], [4, 7], [5, 7], [5, 8], [5, 9], [6, 9], [6, 10], [6, 11], [7, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (1, 0)]",[5],"[0, 0, 0, 0, 0, 2, 0, 2, 2, 0]",1,8,6,90,6
3,3,model30,3,5,11,5,7,13,"[1311, 1314, 1318, 1320, 1323, 1324, 1326, 1328, 1330, 1332, 1334, 1336]","[(7, 13), [7, 12], [7, 11], [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [6, 6], [5, 6], [4, 6], [3, 6], [3, 5]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",0,8,8,0,8
4,4,model30,14,5,14,9,8,7,"[1306, 1308, 1311, 1313, 1315, 1317, 1319, 1320]","[(8, 7), [9, 7], [9, 8], [10, 8], [11, 8], [12, 8], [13, 8], [14, 8], [14, 9]]","[(1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]",[2],"[0, 0, 0, 0, 0, 0, 0, 2]",1,4,6,90,8
5,5,model30,5,5,9,5,7,12,"[1306, 1308, 1310, 1311, 1313, 1315, 1316, 1318, 1319, 1321, 1323]","[(7, 12), [7, 11], [6, 11], [6, 10], [6, 9], [6, 8], [6, 7], [6, 6], [6, 5], [6, 6], [6, 5], [5, 5]]","[(0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, 1), (0, -1), (-1, 0)]","[2, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",2,4,7,0,9
6,6,model30,2,4,2,10,10,7,"[1311, 1314, 1318, 1322, 1324, 1328, 1332, 1335, 1339, 1342, 1345, 1348, 1350, 1352, 1354]","[(10, 7), [9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [4, 7], [5, 7], [4, 7], [3, 7], [3, 8], [3, 9], [2, 9], [2, 10]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1)]","[9, 8]","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0, 2]",2,6,8,270,8
7,7,model30,1,4,1,10,8,7,"[1312, 1315, 1318, 1321, 1326, 1329, 1335, 1338, 1342, 1345, 1347, 1348]","[(8, 7), [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [2, 7], [2, 6], [3, 6], [2, 6], [2, 5], [1, 5], [1, 4]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1)]",[8],"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",1,6,7,270,7
8,8,model30,7,4,7,10,13,7,"[1306, 1308, 1309, 1311, 1312, 1314, 1316, 1318, 1320]","[(13, 7), [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [8, 6], [8, 5], [7, 5], [7, 4]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1)]",[],"[0, 0, 0, 0, 0, 1, 1, 0, 1]",0,6,6,270,6
9,9,model30,7,4,7,10,1,7,"[1313, 1316, 1319, 1322, 1326, 1331, 1334, 1337, 1339]","[(1, 7), [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [6, 6], [6, 5], [7, 5], [7, 4]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, -1), (1, 0), (0, -1)]",[6],"[0, 0, 0, 0, 0, 2, 1, 0, 1]",special,6,6,90,6
0,0,model18,10,4,10,10,2,7,"[1311, 1313, 1316, 1317, 1319, 1320, 1322, 1323, 1325, 1327, 1328]","[(2, 7), [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [10, 6], [10, 5], [10, 4]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1)]",[8],"[0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 1]",1,6,8,90,8
1,1,model18,5,11,9,11,7,5,"[1308, 1309, 1311, 1312, 1313, 1314, 1316, 1317, 1318, 1319]","[(7, 5), [7, 6], [7, 7], [7, 8], [7, 9], [6, 9], [6, 10], [6, 11], [7, 11], [8, 11], [9, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0)]","[5, 8]","[0, 0, 0, 0, 0, 0, 0, 1, 2, 2]",2,4,6,180,8
2,2,model18,0,5,0,9,7,7,"[1314, 1319, 1325, 1329, 1334, 1340, 1345, 1347, 1349]","[(7, 7), [6, 7], [5, 7], [4, 7], [3, 7], [2, 7], [1, 7], [0, 7], [0, 6], [0, 5]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1]",0,4,7,270,8
3,3,model18,3,12,11,12,7,6,"[1308, 1309, 1310, 1312, 1313, 1314, 1315, 1317, 1318, 1319]","[(7, 6), [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [8, 11], [9, 11], [10, 11], [10, 12], [11, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0)]",[],"[0, 0, 0, 0, 0, 2, 2, 2, 0, 2]",0,8,6,180,6
4,4,model18,9,5,9,9,1,7,"[1308, 1310, 1311, 1313, 1314, 1315, 1316, 1318, 1319, 1320, 1321, 1323]","[(1, 7), [2, 7], [3, 7], [3, 8], [4, 8], [3, 8], [4, 8], [5, 8], [6, 8], [7, 8], [8, 8], [9, 8], [9, 9]]","[(1, 0), (1, 0), (0, 1), (1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]","[5, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",2,4,8,90,12
5,5,model18,3,1,11,1,7,8,"[1315, 1320, 1324, 1330, 1335, 1339, 1345, 1350, 1355, 1359, 1361, 1364, 1367]","[(7, 8), [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [8, 2], [9, 2], [10, 2], [10, 1], [10, 2], [10, 1], [11, 1]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (0, 1), (0, -1), (1, 0)]",[11],"[0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 2, 0, 2]",1,8,7,0,7
6,6,model18,2,4,2,10,9,7,"[1309, 1310, 1311, 1313, 1314, 1315, 1316, 1317, 1319, 1320, 1321, 1323]","[(9, 7), [8, 7], [7, 7], [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [3, 6], [3, 5], [2, 5], [2, 4]]","[(-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1)]",[3],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",1,6,7,270,9
7,7,model18,6,4,6,10,12,7,"[1307, 1308, 1310, 1311, 1312, 1313, 1314, 1315, 1317]","[(12, 7), [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [7, 8], [7, 9], [6, 9], [6, 10]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1)]",[],"[0, 0, 0, 0, 0, 2, 2, 0, 2]",0,6,6,270,6
8,8,model18,3,0,11,0,7,8,"[1310, 1314, 1318, 1321, 1325, 1331, 1335, 1339, 1342, 1346, 1350, 1353, 1355, 1356]","[(7, 8), [7, 7], [7, 6], [8, 6], [8, 5], [8, 4], [8, 3], [8, 2], [9, 2], [9, 1], [8, 1], [9, 1], [10, 1], [10, 0], [11, 0]]","[(0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (-1, 0), (1, 0), (1, 0), (0, -1), (1, 0)]","[3, 10]","[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 2, 0, 2]",2,8,8,0,8
9,9,model18,14,4,14,10,8,7,"[1306, 1309, 1310, 1311, 1313, 1314, 1316, 1318, 1320]","[(8, 7), [9, 7], [10, 7], [11, 7], [12, 7], [13, 7], [13, 8], [13, 9], [14, 9], [14, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, 1), (1, 0), (0, 1)]",[6],"[0, 0, 0, 0, 0, 1, 2, 0, 2]",special,6,6,90,6
0,0,model19,5,4,5,10,12,7,"[1306, 1308, 1311, 1314, 1315, 1318, 1319, 1321, 1323, 1326]","[(12, 7), [11, 7], [10, 7], [9, 7], [9, 8], [8, 8], [7, 8], [6, 8], [6, 9], [5, 9], [5, 10]]","[(-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1)]",[4],"[0, 0, 0, 0, 0, 0, 0, 2, 0, 2]",1,6,7,270,8
1,1,model19,1,3,1,11,9,7,"[1307, 1308, 1309, 1311, 1312, 1313, 1315, 1316, 1317, 1318, 1320, 1321, 1322, 1323]","[(9, 7), [8, 7], [7, 7], [6, 7], [5, 7], [6, 7], [5, 7], [4, 7], [3, 7], [2, 7], [2, 8], [2, 9], [2, 10], [1, 10], [1, 11]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1)]",[5],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 2]",1,8,8,270,10
2,2,model19,0,4,0,10,6,7,"[1307, 1308, 1310, 1311, 1312, 1313, 1315, 1316, 1318]","[(6, 7), [6, 6], [5, 6], [4, 6], [3, 6], [2, 6], [1, 6], [1, 5], [0, 5], [0, 4]]","[(0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1)]",[1],"[0, 0, 0, 0, 0, 0, 1, 0, 1]",1,6,6,270,7
3,3,model19,11,3,11,11,5,7,"[1314, 1319, 1323, 1330, 1336, 1340, 1345, 1347, 1352, 1355, 1359, 1362]","[(5, 7), [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [10, 6], [10, 5], [10, 4], [11, 4], [12, 4], [12, 3], [11, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (-1, 0)]",[10],"[0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0]",1,8,6,90,6
4,4,model19,5,8,9,8,7,0,"[1306, 1308, 1309, 1310, 1311, 1313, 1314, 1315, 1316, 1317]","[(7, 0), [7, 1], [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [8, 8], [9, 8]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",0,4,8,180,9
5,5,model19,3,8,11,8,7,1,"[1306, 1309, 1313, 1316, 1318, 1321, 1324, 1326, 1328, 1330, 1331, 1332, 1333]","[(7, 1), [7, 2], [7, 3], [6, 3], [6, 4], [6, 5], [6, 6], [6, 5], [6, 6], [5, 6], [5, 7], [4, 7], [3, 7], [3, 8]]","[(0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, -1), (0, 1), (-1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1)]","[3, 7]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0]",2,8,7,180,7
6,6,model19,5,8,9,8,7,2,"[1309, 1311, 1313, 1316, 1318, 1320, 1324, 1327, 1330, 1332]","[(7, 2), [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [6, 8], [7, 8], [8, 8], [9, 8]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (1, 0), (1, 0), (1, 0)]","[7, 8]","[0, 0, 0, 0, 0, 0, 2, 1, 2, 2]",2,4,6,180,7
7,7,model19,1,4,1,10,9,7,"[1308, 1311, 1314, 1317, 1319, 1321, 1322, 1323, 1325, 1326, 1328]","[(9, 7), [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [2, 7], [1, 7], [1, 6], [1, 5], [1, 4]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1)]",[8],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",1,6,8,270,8
8,8,model19,5,3,9,3,7,10,"[1307, 1310, 1312, 1314, 1316, 1318, 1321, 1324, 1326]","[(7, 10), [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [6, 3], [5, 3]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1]",0,4,7,0,8
9,9,model19,5,3,9,3,7,11,"[1308, 1310, 1313, 1316, 1318, 1321, 1324, 1326, 1330, 1334]","[(7, 11), [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [8, 3], [9, 3]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (1, 0)]",[9],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 2]",special,4,8,0,9
0,0,model31,5,9,9,9,7,1,"[1320, 1325, 1330, 1337, 1341, 1344, 1348, 1350, 1353, 1356]","[(7, 1), [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [8, 9], [9, 9]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",0,4,8,180,9
1,1,model31,12,5,12,9,5,7,"[1312, 1315, 1318, 1321, 1324, 1327, 1331, 1333, 1337, 1340, 1343]","[(5, 7), [6, 7], [7, 7], [8, 7], [9, 7], [8, 7], [9, 7], [10, 7], [11, 7], [11, 8], [12, 8], [12, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]","[9, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",2,4,7,90,11
2,2,model31,3,1,11,1,7,9,"[1315, 1320, 1329, 1335, 1342, 1346, 1349, 1352, 1355, 1358, 1361, 1364, 1368, 1371]","[(7, 9), [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [8, 2], [9, 2], [10, 2], [10, 1], [11, 1]]","[(0, 1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0)]",[1],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 2]",1,8,8,0,10
3,3,model31,3,6,11,6,7,0,"[1316, 1322, 1328, 1333, 1339, 1343, 1346, 1349, 1352, 1354]","[(7, 0), [7, 1], [7, 2], [8, 2], [8, 3], [8, 4], [9, 4], [9, 5], [10, 5], [11, 5], [11, 6]]","[(0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (0, 1)]",[3],"[0, 0, 0, 0, 0, 2, 0, 2, 2, 0]",1,8,6,180,6
4,4,model31,3,2,11,2,7,9,"[1323, 1328, 1336, 1343, 1348, 1350, 1353, 1356, 1359, 1363, 1366]","[(7, 9), [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [8, 3], [9, 3], [10, 3], [10, 2], [11, 2]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 2]",0,8,7,0,7
5,5,model31,4,7,10,7,7,14,"[1310, 1314, 1318, 1322, 1325, 1331, 1334, 1338, 1342, 1349, 1351, 1353]","[(7, 14), [7, 13], [7, 12], [7, 11], [7, 10], [6, 10], [6, 9], [6, 8], [7, 8], [8, 8], [9, 8], [9, 7], [10, 7]]","[(0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0)]","[8, 5]","[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 2]",2,6,7,0,8
6,6,model31,4,0,10,0,7,6,"[1309, 1311, 1313, 1315, 1317, 1318, 1320, 1322, 1324, 1326, 1331]","[(7, 6), [7, 5], [8, 5], [8, 4], [7, 4], [7, 3], [7, 2], [7, 1], [8, 1], [9, 1], [9, 0], [10, 0]]","[(0, -1), (1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0)]","[2, 4]","[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",2,6,6,0,8
7,7,model31,4,1,10,1,7,9,"[1306, 1308, 1310, 1312, 1313, 1315, 1317, 1318, 1320, 1321, 1323, 1325, 1327]","[(7, 9), [7, 8], [7, 7], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [8, 2], [9, 2], [9, 1], [10, 1]]","[(0, -1), (0, -1), (0, 1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0)]",[3],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",1,6,8,0,10
8,8,model31,5,7,9,7,7,1,"[1317, 1323, 1329, 1337, 1346, 1353, 1358, 1360]","[(7, 1), [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [6, 7], [5, 7]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 1, 1]",0,4,6,180,7
9,9,model31,6,5,6,9,13,7,"[1314, 1317, 1320, 1323, 1327, 1330, 1334, 1338, 1341]","[(13, 7), [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [6, 6], [6, 5]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, -1)]",[8],"[0, 0, 0, 0, 0, 0, 0, 2, 1]",special,4,7,270,8
0,0,model25,13,4,13,10,7,7,"[1307, 1309, 1311, 1312, 1314, 1316, 1318, 1319, 1321]","[(7, 7), [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [12, 6], [12, 5], [13, 5], [13, 4]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1)]",[],"[0, 0, 0, 0, 0, 1, 1, 0, 1]",0,6,6,90,6
1,1,model25,6,3,6,11,13,7,"[1311, 1315, 1318, 1321, 1323, 1325, 1327, 1330, 1332, 1334, 1336, 1339, 1341]","[(13, 7), [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [6, 2], [6, 3]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, 1)]",[11],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]",1,8,7,270,7
